dataset,pred_len,pc_perm_entropy,pc_perm_entropy_std,pc_spec_entropy,pc_spec_entropy_std,pc_forecastability,ns_mean_drift,ns_var_drift,ns_range_drift,ns_adf_stat,ns_adf_pvalue,ns_adf_frac_nonstat,ch_eff_rank_ratio,ch_eig_top1_ratio,ch_eig_top5_ratio,ch_participation_ratio,ch_mean_abs_corr,ch_n_channels,fr_topk_energy,fr_dominant_period,fr_flatness,sd_trend_strength,sd_seasonal_strength,sd_acf1,sd_acf_e_folding,sd_acf_decay_rate,sd_period,sd_length,hz_pred_len,hz_ratio_seq,hz_mean_shift,hz_logvar_ratio,hz_acf_at_h,hz_long_range_energy,hz_h_over_period
ETTm1,336,0.9349505266052143,0.08223243641760487,0.42370254410932645,0.08578876160593554,0.5762974558906735,0.7987024384929783,0.951757861699004,4.309689746781927,-16.093971642732104,5.8527619674762755e-06,0.0,0.5669606845325763,0.45380676407644727,0.9979248608330734,0.47516133641587077,0.34953917805828466,7.0,0.5916920821160637,17280.5,0.020215007187868582,0.8757417199135163,0.6759166364284468,0.9767272233152333,0.6228571428571428,0.030094226938247527,96.0,34560.0,336.0,3.5,0.2701571921129721,0.5203262981535012,0.41444838633179704,0.6367522768462877,3.5
ETTm1,720,0.9349505266052143,0.08223243641760487,0.42370254410932645,0.08578876160593554,0.5762974558906735,0.7987024384929783,0.951757861699004,4.309689746781927,-16.093971642732104,5.8527619674762755e-06,0.0,0.5669606845325763,0.45380676407644727,0.9979248608330734,0.47516133641587077,0.34953917805828466,7.0,0.5916920821160637,17280.5,0.020215007187868582,0.8757417199135163,0.6759166364284468,0.9767272233152333,0.6228571428571428,0.030094226938247527,96.0,34560.0,720.0,7.5,0.3063591118936156,0.8317602130443015,0.36667976210453623,0.6014028569623106,7.5
ETTm2,96,0.7406387232336524,0.1083562628870396,0.5318858415994545,0.09214617571484225,0.4681141584005455,0.9322878797027817,0.9356878359965517,6.1003009677019,-8.2329641911155,0.09935642546196373,0.14285714285714285,0.5812168865345754,0.41967232825177714,0.9758053358845297,0.4738321940023704,0.35014000143508434,7.0,0.6085003645415235,34561.0,0.014489629541343776,0.9454582469556786,0.6062003552940249,0.9843404716786087,1.0,0.00415504378649512,96.0,34560.0,96.0,1.0,0.19596910740805526,0.001974333235462977,0.8193794628802519,0.915357062809678,1.0
ETTm2,192,0.7406387232336524,0.1083562628870396,0.5318858415994545,0.09214617571484225,0.4681141584005455,0.9322878797027817,0.9356878359965517,6.1003009677019,-8.2329641911155,0.09935642546196373,0.14285714285714285,0.5812168865345754,0.41967232825177714,0.9758053358845297,0.4738321940023704,0.35014000143508434,7.0,0.6085003645415235,34561.0,0.014489629541343776,0.9454582469556786,0.6062003552940249,0.9843404716786087,1.0,0.00415504378649512,96.0,34560.0,192.0,2.0,0.21793806098373816,0.4489213657203624,0.7355589867277342,0.8648053426776942,2.0
ETTm2,336,0.7406387232336524,0.1083562628870396,0.5318858415994545,0.09214617571484225,0.4681141584005455,0.9322878797027817,0.9356878359965517,6.1003009677019,-8.2329641911155,0.09935642546196373,0.14285714285714285,0.5812168865345754,0.41967232825177714,0.9758053358845297,0.4738321940023704,0.35014000143508434,7.0,0.6085003645415235,34561.0,0.014489629541343776,0.9454582469556786,0.6062003552940249,0.9843404716786087,1.0,0.00415504378649512,96.0,34560.0,336.0,3.5,0.24675679678500198,0.613970845844209,0.6024939118587715,0.8401396532554989,3.5
ETTm2,720,0.7406387232336524,0.1083562628870396,0.5318858415994545,0.09214617571484225,0.4681141584005455,0.9322878797027817,0.9356878359965517,6.1003009677019,-8.2329641911155,0.09935642546196373,0.14285714285714285,0.5812168865345754,0.41967232825177714,0.9758053358845297,0.4738321940023704,0.35014000143508434,7.0,0.6085003645415235,34561.0,0.014489629541343776,0.9454582469556786,0.6062003552940249,0.9843404716786087,1.0,0.00415504378649512,96.0,34560.0,720.0,7.5,0.296935267995677,1.070332522902412,0.5143015048299058,0.7618773358788544,7.5
Weather,96,0.7297047124783631,0.0478920980069907,0.37186712797176513,0.0834263939083407,0.6281328720282349,0.7262724833586401,0.3734966274899423,4.169726528093381,-16.927867945394844,1.7065933888739619e-06,0.0,0.3218780952488373,0.42056226284311166,0.7926047163831501,0.20754726197767415,0.2980281153534926,21.0,0.49068563576313046,12295.666666666666,0.10252634827484622,0.7083655189615712,0.5910441602001438,0.8914806585661834,0.5357142857142858,0.07299036122996212,144.0,36887.0,96.0,1.0,0.3462772135844452,0.003911899063685086,0.37137582611084907,0.7844852584090366,0.6666666666666666
Weather,192,0.7297047124783631,0.0478920980069907,0.37186712797176513,0.0834263939083407,0.6281328720282349,0.7262724833586401,0.3734966274899423,4.169726528093381,-16.927867945394844,1.7065933888739619e-06,0.0,0.3218780952488373,0.42056226284311166,0.7926047163831501,0.20754726197767415,0.2980281153534926,21.0,0.49068563576313046,12295.666666666666,0.10252634827484622,0.7083655189615712,0.5910441602001438,0.8914806585661834,0.5357142857142858,0.07299036122996212,144.0,36887.0,192.0,2.0,0.3497920580794191,0.7101015785769322,0.3211322907193167,0.573638709429957,1.3333333333333333
Weather,336,0.7297047124783631,0.0478920980069907,0.37186712797176513,0.0834263939083407,0.6281328720282349,0.7262724833586401,0.3734966274899423,4.169726528093381,-16.927867945394844,1.7065933888739619e-06,0.0,0.3218780952488373,0.42056226284311166,0.7926047163831501,0.20754726197767415,0.2980281153534926,21.0,0.49068563576313046,12295.666666666666,0.10252634827484622,0.7083655189615712,0.5910441602001438,0.8914806585661834,0.5357142857142858,0.07299036122996212,144.0,36887.0,336.0,3.5,0.3651003792684352,1.1472624515371788,0.27524918542074583,0.5353266160088542,2.3333333333333335
Weather,720,0.7297047124783631,0.0478920980069907,0.37186712797176513,0.0834263939083407,0.6281328720282349,0.7262724833586401,0.3734966274899423,4.169726528093381,-16.927867945394844,1.7065933888739619e-06,0.0,0.3218780952488373,0.42056226284311166,0.7926047163831501,0.20754726197767415,0.2980281153534926,21.0,0.49068563576313046,12295.666666666666,0.10252634827484622,0.7083655189615712,0.5910441602001438,0.8914806585661834,0.5357142857142858,0.07299036122996212,144.0,36887.0,720.0,7.5,0.3625864139010585,1.5025669287860826,0.48208233312166254,0.47645828873523194,5.0
Electricity,96,0.86169502794058,0.012142786069771259,0.34151064070793435,0.032975926948596905,0.6584893592920656,0.41008933867204334,0.28771658517643,1.9472906884483054,-40.297330910222605,2.263459157406713e-06,0.0,0.030404639842170546,0.5520160593134921,0.790352162583808,0.009569023195556385,0.49725165200512117,321.0,0.6749097695912007,24.006518904823988,0.02881368520173582,0.8254135354493899,0.9214813368241339,0.8963770639828532,0.11687499999999998,0.10276900053835826,24.0,18412.0,96.0,1.0,0.1731825170348483,-0.0015760071411351762,0.7963821555963766,0.23793094370871312,4.0
Electricity,192,0.86169502794058,0.012142786069771259,0.34151064070793435,0.032975926948596905,0.6584893592920656,0.41008933867204334,0.28771658517643,1.9472906884483054,-40.297330910222605,2.263459157406713e-06,0.0,0.030404639842170546,0.5520160593134921,0.790352162583808,0.009569023195556385,0.49725165200512117,321.0,0.6749097695912007,24.006518904823988,0.02881368520173582,0.8254135354493899,0.9214813368241339,0.8963770639828532,0.11687499999999998,0.10276900053835826,24.0,18412.0,192.0,2.0,0.1522865394385321,0.05598827603488367,0.820141456022288,0.20166144143253628,8.0
Electricity,336,0.86169502794058,0.012142786069771259,0.34151064070793435,0.032975926948596905,0.6584893592920656,0.41008933867204334,0.28771658517643,1.9472906884483054,-40.297330910222605,2.263459157406713e-06,0.0,0.030404639842170546,0.5520160593134921,0.790352162583808,0.009569023195556385,0.49725165200512117,321.0,0.6749097695912007,24.006518904823988,0.02881368520173582,0.8254135354493899,0.9214813368241339,0.8963770639828532,0.11687499999999998,0.10276900053835826,24.0,18412.0,336.0,3.5,0.1522921148075866,0.07132915750722536,0.8358529908405123,0.1928339582768242,14.0
Electricity,720,0.86169502794058,0.012142786069771259,0.34151064070793435,0.032975926948596905,0.6584893592920656,0.41008933867204334,0.28771658517643,1.9472906884483054,-40.297330910222605,2.263459157406713e-06,0.0,0.030404639842170546,0.5520160593134921,0.790352162583808,0.009569023195556385,0.49725165200512117,321.0,0.6749097695912007,24.006518904823988,0.02881368520173582,0.8254135354493899,0.9214813368241339,0.8963770639828532,0.11687499999999998,0.10276900053835826,24.0,18412.0,720.0,7.5,0.18341074006561137,0.14042530573714787,0.703112895865424,0.18225509566700843,30.0
Exchange,96,0.9199742412717604,0.0382877931385041,0.4415828797243432,0.07554447207713114,0.5584171202756568,0.9725742166934698,0.20843580346307944,3.905372505026478,-1.840746179454274,0.38661732664421855,0.875,0.4372948924871162,0.5643478434363172,0.9655411180869102,0.3215741710282461,0.483575810304539,8.0,0.8455689933422885,5311.0,0.002181945477900231,0.9987412159323474,0.3045839512369749,0.9982086544287261,1.0,0.00166252629873647,7.0,5311.0,96.0,1.0,0.28090348690552536,0.007169502870463132,0.8384597397185217,0.9847839125692042,13.714285714285714
Exchange,192,0.9199742412717604,0.0382877931385041,0.4415828797243432,0.07554447207713114,0.5584171202756568,0.9725742166934698,0.20843580346307944,3.905372505026478,-1.840746179454274,0.38661732664421855,0.875,0.4372948924871162,0.5643478434363172,0.9655411180869102,0.3215741710282461,0.483575810304539,8.0,0.8455689933422885,5311.0,0.002181945477900231,0.9987412159323474,0.3045839512369749,0.9982086544287261,1.0,0.00166252629873647,7.0,5311.0,192.0,2.0,0.3606923670040242,0.7823299996348124,0.6891503108977678,0.9689533320611606,27.428571428571427
Exchange,336,0.9199742412717604,0.0382877931385041,0.4415828797243432,0.07554447207713114,0.5584171202756568,0.9725742166934698,0.20843580346307944,3.905372505026478,-1.840746179454274,0.38661732664421855,0.875,0.4372948924871162,0.5643478434363172,0.9655411180869102,0.3215741710282461,0.483575810304539,8.0,0.8455689933422885,5311.0,0.002181945477900231,0.9987412159323474,0.3045839512369749,0.9982086544287261,1.0,0.00166252629873647,7.0,5311.0,336.0,3.5,0.4368759738055559,1.434804943938206,0.5011784443989967,0.9404616356815564,48.0
Exchange,720,0.9199742412717604,0.0382877931385041,0.4415828797243432,0.07554447207713114,0.5584171202756568,0.9725742166934698,0.20843580346307944,3.905372505026478,-1.840746179454274,0.38661732664421855,0.875,0.4372948924871162,0.5643478434363172,0.9655411180869102,0.3215741710282461,0.483575810304539,8.0,0.8455689933422885,5311.0,0.002181945477900231,0.9987412159323474,0.3045839512369749,0.9982086544287261,1.0,0.00166252629873647,7.0,5311.0,720.0,7.5,0.5947981235508046,2.7504777182756204,0.09793400335790742,0.8553727667475537,102.85714285714286
ILI,24,0.8660931909102498,0.019053774625611867,0.3785670203356446,0.07674464554422454,0.6214329796643554,0.4535765933002018,0.2142690240448503,1.350003334557637,-4.823018667740185,0.01896153997527599,0.14285714285714285,0.28052518227080353,0.787353711713892,0.9972503957832305,0.22014367243844118,0.7443990585034681,7.0,0.6596478868233164,52.07692307692308,0.024336606383165205,0.6122257558290041,0.7555446023990662,0.9667794789612101,0.13071428571428573,0.1317273019303933,52.0,676.0,24.0,0.6666666666666666,0.6679127722638052,-0.5395737952007739,-0.026016976704394196,0.8564973505605439,0.46153846153846156
ILI,36,0.8660931909102498,0.019053774625611867,0.3785670203356446,0.07674464554422454,0.6214329796643554,0.4535765933002018,0.2142690240448503,1.350003334557637,-4.823018667740185,0.01896153997527599,0.14285714285714285,0.28052518227080353,0.787353711713892,0.9972503957832305,0.22014367243844118,0.7443990585034681,7.0,0.6596478868233164,52.07692307692308,0.024336606383165205,0.6122257558290041,0.7555446023990662,0.9667794789612101,0.13071428571428573,0.1317273019303933,52.0,676.0,36.0,1.0,0.5082742955660201,0.11178320282705334,0.10708079666532333,0.7600998620123128,0.6923076923076923
ILI,48,0.8660931909102498,0.019053774625611867,0.3785670203356446,0.07674464554422454,0.6214329796643554,0.4535765933002018,0.2142690240448503,1.350003334557637,-4.823018667740185,0.01896153997527599,0.14285714285714285,0.28052518227080353,0.787353711713892,0.9972503957832305,0.22014367243844118,0.7443990585034681,7.0,0.6596478868233164,52.07692307692308,0.024336606383165205,0.6122257558290041,0.7555446023990662,0.9667794789612101,0.13071428571428573,0.1317273019303933,52.0,676.0,48.0,1.3333333333333333,0.3754582760801749,0.3416284669927078,0.42233605676512764,0.7360138749402543,0.9230769230769231
ILI,60,0.8660931909102498,0.019053774625611867,0.3785670203356446,0.07674464554422454,0.6214329796643554,0.4535765933002018,0.2142690240448503,1.350003334557637,-4.823018667740185,0.01896153997527599,0.14285714285714285,0.28052518227080353,0.787353711713892,0.9972503957832305,0.22014367243844118,0.7443990585034681,7.0,0.6596478868233164,52.07692307692308,0.024336606383165205,0.6122257558290041,0.7555446023990662,0.9667794789612101,0.13071428571428573,0.1317273019303933,52.0,676.0,60.0,1.6666666666666667,0.36866085998663495,0.36974601582870487,0.3665166763519479,0.4218036057061521,1.1538461538461537
